Tweet_Text,class,polarity
"   Hello ,1. Who ordered the shooting of peaceful protesters at lekki on the 20th of October, ",neutral,0.125
"  This gladdens my heart. Keep it up, you are doing God's work. ",positive,0.0
I like how the  movement is back on my TL.... how s your TL?,positive,0.0
"  After the bravery on third mainland, I hear we have to proceed with the swearing-in of  as the new Inspector General ",positive,0.062121212121212126
We have not come this far only to give up.Pls retweet for others     Catfish ,positive,0.05
Sars is still functioning and terrorizing  innocent people. We need to bring  back on the table.  and Reply ,negative,0.25
And we are back at it!,neutral,0.0
Please fam let this not end too on profile photos and Facebook(like Garbuh massacre)and after two weeks everyone moves ,positive,0.0
Tinubu Ole! Tinubu Ole!!! Tinubu's house in London has been surrounded by  protesters in London asking UK govt to ,negative,0.0
The first is the strongest message so far. We shouldn't relent on the  campaign,positive,0.175
Nigerians in Lekki Toll gate singing the national anthem not knowing if they will see tomorrow alive. I'm literally crying no,negative,-0.05
"  They promised us change, they changed it for us! They scammed us. Now the  is changing the change. Won ",negative,0.0
"  I M BEGGING YOU, AS LONG AS YOU RE AN ONLINE PROTESTER, PLEASE TWEET AND RETWEET!! ",negative,-0.078125
Yet they throw tribal &amp; religious sentiments our way and some fall for it ,negative,0.0
"  IF PEOPLE ARE IN THE STREETS, WE SHOULD AMPLIFY THEIR VOICES HERE  ",positive,0.0
We Cannot Back Down By Omoyele Sowore | Sahara Reporters   ,positive,-0.07777777777777779
Sensitisation messages going up in some areas of Lagos State. - educating the nigerian police that the  protesters ,positive,0.0
Senator s aides conveyed thugs in SUVs to attack  protesters  Ex-DSS director,negative,0.0
"  SARS operatives are back to terrorizing innocent citizens, we are also back ",negative,0.16666666666666666
"  Amnesty International received reports that shortly before the shootings, CCTV cameras at the Lekki toll gate, where pr ",negative,0.0
We move to the direction where there s no sars ,neutral,0.0
"  But sincerely, why do you persist in lying to yourself that anything will change because  ",negative,0.5
This brother from Nigeria couldn t have put it any better. He hit the nail on the head. This really is how everyone feels g ,positive,0.35
"  Another Evidence.View from 1004, Victoria Island Lagos.Those innocent souls their blood is not sleeping. ",negative,0.5
SARS didn't even allow it all settle for a week before being out on the streets again. their mid term break was anonymously c ,negative,0.0
"  Sen Folarin said 350 motorcycles, 400 deep freezers &amp; 350 generators, sewing machines, etc were looted from his private res ",negative,0.0
SAINt JHN is speaking to peaceful  protesters.,neutral,0.25
"  Why we can t stop now?The lives that were lost during the cause of transforming Nigeria can t go in vain, it just can  ",positive,0.0
NTA's journalist Jennifer Igwe and Cameraman were at the scene too,neutral,0.0
Nigerians in diaspora really out there doing the Lord's work. Love to see it,positive,0.35
We pray for peace n unity in Nigeria,positive,0.0
"Pls if you are still awake, retweet this let them know the struggle is on     ",positive,0.0
Bon Nuit my babiesRemember we still on the  matter.,neutral,0.0
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure they ",negative,0.5
"  This is Jos, Nigeria. The day these hungry people will rise against the oppressors, not even bullets, and armored tanks ca ",negative,0.0
protest in Newcastle. Even the rain and cold weather couldn't stop us from coming out today,negative,-0.6
We have found a possible evidence and proof of Nigeria's embezzling and money laundering th ,negative,0.0
is just the name of our movement so we shouldn t stop retweets and likes on post with the  hashtags,positive,0.0
"October 24th: Nigerians in Atlantic City, New Jersey converged to speak against police brutality, bad gove  ",positive,-0.28181818181818175
"  Lekki protesters in Lagos, Nigeria did this and the government replied them with death, injuries and trauma . This happened at ",negative,0.0
"  Nigerians in Toronto, Canada held a candle light procession in honor of protesters who died during the  protest ",positive,0.4
SARS has not been disbanded!SARS has not been disbanded! SARS has not been disbanded!SARS has not been disbanded!SARS ha ,positive,0.0
We still at it,neutral,0.0
Forensic Analysis Shows Videos Were Genuine,positive,0.4
"  Don t look down on average students in your class, just because you are the best student. Life is not balanced. Many studen ",positive,0.2986111111111111
When y'all are done with  wigs and gender wars can we go back to trending ,positive,0.0
What do we want!! ,neutral,0.0
"   Maamaa is still with us..We singing on the streets: for real life, no be for twitter.Endsars ",positive,0.2
They freaking turned off the lightI literally couldn t see anyone  in the video at some point Damn,negative,0.0
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure th ",negative,0.5
Lekki Toll-Gate Shooting:  Don t Give Up - Alicia Keys Urges  Protesters,positive,0.0
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure they d ",negative,0.5
"  SARS has resumed work . If you're protesting online,please it's time to resume work also.Reply me with  or just  .",negative,0.0
  I'm tired of this country   scatter my wedding ceremony  please   ,negative,-0.4
Birmingham rememberers those who were killed in the  those who died in the  protest and all who ha ,negative,-0.2
Why is Africa a mess?,negative,-0.175
Is there a comprehensive list of people who went missing at the Lekki Toll?We need to be able to document that these wer ,negative,0.15
I don t like it when things start to die down when my people are still ddyin,negative,-0.15555555555555559
His name is Lawrence an aspiring young man ....NIGERIA MURDERED HIM YESTERDAY... IF Y ALL DONT RETWEET THIS THEN YO ,negative,0.1
we thought you said it was dissolved??? Evil man ,negative,-1.0
"  Dear Mr.  &amp; every other concerned Media Houses, these are the hoodlums looting, causing mayhem and chaos all a ",negative,-0.125
"It knows no religion - pastors,imams,sultans,traditionalists are a part of this secret they keep ",negative,-0.4
Hes doing Gokada and selling iced fish.... foolish shameless goat,negative,0.0
Africa unite,positive,0.0
We pray for peace n unity in Nigeria,positive,0.0
"  The Chief oppressor of Lagos state, Bola Ahmed Tinubu says, Victims of   has questions to answer. ",negative,0.0
Youths in the streets for 2 weeks won a major concession - Judicial Panels of Inquiry - and while still in the streets d ,positive,0.0625
Join in the protests tomorrow,positive,0.0
   Just because there are no fruits doesn't mean there are no roots  the  protest did a lot more than we think!  And onc ,neutral,0.15625
This brother from Nigeria couldn t have put it any better. He hit the nail on the head. This really is ,positive,0.35
World War Z Palliatives Virus!,negative,0.0
"  I m not done fighting. If not for anything, for the lives that were lost. And the potential I saw in what we could achieve if ",negative,0.0
NTA journalist Jennifer Uloma Igwe got caught up at the Lekki Tollgate when the massacre started.htt ,negative,0.0
"  Dear Lagos &amp; Federal government, who is to be held responsible for the Lekki Massacre?  https ",neutral,0.2
Online protesters are we tired? Or you need data? Oya engage aggressively!!!Comment  and drop your network 100k ,negative,-0.4
The moment Air Force personnel instruct residents to pack Covid_19 palliatives from a warehouse peacefully.. Jaga ,positive,0.25
Exactly what i and my friends were discussing todayAll of a sudden one person turned to discovery chan ,neutral,0.125
So they are saying that the Instagram live from DJ Switch we saw was fake. That she used an app to Photoshop and deceive Nige ,negative,-0.18181818181818182
Saturday: West Ham vs. Man City Bayern vs. Eintracht Barcelona vs. Real Madrid Genoa vs. Inter Dortmund vs. Schalke Man ,neutral,0.2
"   They never left actually, it s really infuriating. That s why it s   all day everyday",negative,-0.26666666666666666
"  What Abacha did to the parents, Buhari did to the children. ",neutral,0.0
So police men kill citizens then the  president  threatens the citizens.....,negative,0.0
Shout out to all the lawyers that got our brothers and sisters out of police stations. You literally saved lives.  ,positive,0.0
"  Another day to remember people were massacred at Lekki Toll Gate, 20-10-2020.",negative,0.0
is quick to arrest the looters and hoodlums but unable to identify the soldiers involv ,negative,-0.07222222222222223
"  SARS has resumed work, so we also need to resume ours,  now!!",neutral,0.0
We haven t seen any SARS officer being prosecuted but you are already tired of tweeting and Retweeting  People d ,negative,-0.4
"  Our security agencies are dissipating their energy on armless civilians in South East, while boko haram Terrorists and Ful ",negative,0.0
Let s see how they would move thugs from Nigeria to go and disrupt the peaceful protest currently going on in London and o ,negative,0.125
